id_commande,date_achat,etat_client,categorie,categorie_en,nb_articles,prix_articles_brl,frais_port_brl,montant_total_brl,delai_livraison_j
406e7723,2017-09-07,BA,eletrodomesticos_2,home_appliances_2,1,419.8,45.31,465.11,14
4023a762,2017-09-08,SP,cool_stuff,cool_stuff,1,129.0,16.53,145.53,4
ee72cc38,2017-09-08,RS,moveis_decoracao,furniture_decor,1,23.9,42.38,66.28,27
4150ef14,2017-09-08,RJ,consoles_games,consoles_games,1,19.9,15.1,35.0,16
d46d3051,2017-09-09,RS,cama_mesa_banho,bed_bath_table,2,64.65,32.7,97.35,15
9370e779,2017-09-10,MG,brinquedos,toys,1,29.0,16.11,45.11,9
d4732fc6,2017-09-10,PI,relogios_presentes,watches_gifts,1,89.0,21.42,110.42,12
c77105bc,2017-09-10,RO,esporte_lazer,sports_leisure,3,312.0,114.84,426.84,15
0064d74f,2017-09-10,RJ,cool_stuff,cool_stuff,1,189.9,31.17,221.07,3
24c6142a,2017-09-11,MG,bebes,baby,3,223.38,47.28,270.66,4
6525d9ab,2017-09-11,GO,non_renseignee,not_specified,1,137.88,18.22,156.1,8
69179b97,2017-09-11,MG,informatica_acessorios,computers_accessories,1,139.97,19.86,159.83,4
b5a304ee,2017-09-11,SP,cama_mesa_banho,bed_bath_table,1,48.9,11.85,60.75,4
84725ed0,2017-09-11,SP,alimentos_bebidas,food_drink,1,39.0,7.78,46.78,7
1cafec05,2017-09-11,SP,cool_stuff,cool_stuff,1,139.9,13.11,153.01,6
b471c25a,2017-09-11,SP,cama_mesa_banho,bed_bath_table,1,209.9,16.22,226.12,7
0fdb712f,2017-09-11,SP,beleza_saude,health_beauty,1,18.17,11.85,30.02,4
e4e0be4d,2017-09-11,BA,esporte_lazer,sports_leisure,1,96.9,19.92,116.82,7
ef4927f5,2017-09-11,SP,relogios_presentes,watches_gifts,1,55.0,7.78,62.78,1
4ba950df,2017-09-12,SP,bebes,baby,1,172.33,18.49,190.82,10
161a7058,2017-09-12,SP,relogios_presentes,watches_gifts,1,49.0,11.85,60.85,7
96c7412c,2017-09-12,RJ,moveis_decoracao,furniture_decor,2,458.0,100.68,558.68,6
757fc9c2,2017-09-12,SP,beleza_saude,health_beauty,1,34.99,11.85,46.84,7
ca99d0db,2017-09-12,PI,instrumentos_musicais,musical_instruments,2,131.8,71.56,203.36,16
eaf817b1,2017-09-12,DF,telefonia,telephony,1,54.9,17.66,72.56,6
5144dbb4,2017-09-12,GO,beleza_saude,health_beauty,1,59.9,35.74,95.64,14
9575356f,2017-09-13,RJ,esporte_lazer,sports_leisure,2,75.98,30.22,106.2,13
0fafae9d,2017-09-13,PI,brinquedos,toys,1,75.0,21.33,96.33,12
5d370cc8,2017-09-13,RJ,fashion_bolsas_e_acessorios,fashion_bags_accessories,1,49.9,14.1,64.0,13
3921700d,2017-09-13,SP,brinquedos,toys,1,39.9,13.37,53.27,4
451f91bc,2017-09-13,SP,livros_interesse_geral,books_general_interest,1,137.4,12.17,149.57,1
54567694,2017-09-14,SP,relogios_presentes,watches_gifts,1,185.99,10.12,196.11,2
830766a6,2017-09-14,SP,eletroportateis,small_appliances,1,109.0,13.78,122.78,19
8dc3550f,2017-09-14,RJ,informatica_acessorios,computers_accessories,1,149.99,40.38,190.37,11
5355cd27,2017-09-14,GO,cama_mesa_banho,bed_bath_table,1,165.99,26.0,191.99,10
5bc73b0c,2017-09-14,CE,utilidades_domesticas,housewares,1,69.9,32.94,102.84,21
4a5d255c,2017-09-15,RS,bebes,baby,1,25.0,15.1,40.1,14
37b0e2f6,2017-09-15,MG,casa_construcao,home_construction,1,89.99,17.88,107.87,5
fc050583,2017-09-15,MG,eletronicos,electronics,1,139.0,27.51,166.51,10
0d56a836,2017-09-15,SP,moveis_decoracao,furniture_decor,1,24.9,12.69,37.59,5
0ffe5d08,2017-09-15,SP,fashion_bolsas_e_acessorios,fashion_bags_accessories,1,60.0,11.92,71.92,6
386ea83c,2017-09-15,SP,cama_mesa_banho,bed_bath_table,1,72.0,12.0,84.0,9
738ab6c7,2017-09-15,SP,utilidades_domesticas,housewares,1,48.0,9.34,57.34,9
ab036b68,2017-09-16,SP,eletroportateis,small_appliances,1,1890.0,46.5,1936.5,10
184d0d27,2017-09-16,MG,bebes,baby,1,419.9,86.8,506.7,6
e1d90e4b,2017-09-16,RS,beleza_saude,health_beauty,1,169.76,16.95,186.71,17
8349d82b,2017-09-16,RS,moveis_decoracao,furniture_decor,1,790.0,28.33,818.33,22
1001037a,2017-09-17,SP,brinquedos,toys,1,94.99,14.41,109.4,10
d2d690bc,2017-09-17,RJ,beleza_saude,health_beauty,2,336.96,19.1,356.06,4
3deef99f,2017-09-17,SP,cama_mesa_banho,bed_bath_table,1,209.9,16.22,226.12,8
bc16cd35,2017-09-17,CE,informatica_acessorios,computers_accessories,1,65.0,25.73,90.73,17
fa1ad0a2,2017-09-18,SP,cool_stuff,cool_stuff,1,99.9,16.46,116.36,7
3649c428,2017-09-18,BA,moveis_escritorio,office_furniture,1,79.99,29.6,109.59,30
8e9739a3,2017-09-19,RJ,moveis_escritorio,office_furniture,2,179.98,53.9,233.88,22
e49d66c3,2017-09-19,MG,malas_acessorios,luggage_accessories,1,86.9,14.34,101.24,6
01f78824,2017-09-19,RS,artes,art,1,48.65,17.6,66.25,17
5f8b2bc1,2017-09-20,RJ,cama_mesa_banho,bed_bath_table,1,69.9,17.74,87.64,14
caebb338,2017-09-20,SP,brinquedos,toys,1,99.0,11.9,110.9,2
088217fa,2017-09-20,AC,cama_mesa_banho,bed_bath_table,1,148.0,38.83,186.83,20
9a96e09d,2017-09-20,PE,brinquedos,toys,1,86.99,29.01,116.0,13
60721992,2017-09-21,PR,informatica_acessorios,computers_accessories,2,248.99,83.34,332.33,11
fbb12f53,2017-09-21,CE,casa_conforto,home_confort,1,76.9,28.94,105.84,18
b6bd1aa9,2017-09-21,SP,cama_mesa_banho,bed_bath_table,2,73.0,32.22,105.22,12
7b41dd01,2017-09-21,SP,beleza_saude,health_beauty,1,48.9,13.37,62.27,8
6e91382a,2017-09-21,SP,perfumaria,perfumery,1,105.0,7.99,112.99,3
2fc1b0a2,2017-09-22,RJ,cama_mesa_banho,bed_bath_table,1,113.0,18.04,131.04,14
e6c487a0,2017-09-22,RJ,sinalizacao_e_seguranca,signaling_and_security,1,116.0,15.56,131.56,17
ae55c180,2017-09-22,PR,relogios_presentes,watches_gifts,1,24.99,15.1,40.09,13
c536b6b7,2017-09-22,RS,papelaria,stationery,1,110.0,18.02,128.02,13
99ac1b8b,2017-09-22,SP,relogios_presentes,watches_gifts,1,189.0,8.58,197.58,10
2fc4ba49,2017-09-22,RJ,bebes,baby,2,284.66,39.68,324.34,11
e2b182ec,2017-09-22,MG,brinquedos,toys,1,38.89,17.6,56.49,14
4f8a03b9,2017-09-22,SP,beleza_saude,health_beauty,1,34.99,13.37,48.36,6
de95c0af,2017-09-22,SC,construcao_ferramentas_jardim,costruction_tools_garden,1,74.9,14.39,89.29,10
5b00e836,2017-09-23,MG,automotivo,auto,1,99.0,18.31,117.31,10
bb204318,2017-09-23,SP,automotivo,auto,1,179.49,9.45,188.94,3
9c9b21a2,2017-09-23,PA,esporte_lazer,sports_leisure,1,279.99,37.32,317.31,18
d24633e7,2017-09-23,MG,cool_stuff,cool_stuff,1,132.9,21.42,154.32,10
498461a2,2017-09-24,SE,automotivo,auto,1,147.9,34.7,182.6,50
e070ab90,2017-09-24,RS,automotivo,auto,1,59.9,25.26,85.16,16
8cfce471,2017-09-24,SP,brinquedos,toys,1,89.9,12.13,102.03,4
46187163,2017-09-25,SP,automotivo,auto,1,37.9,8.27,46.17,11
d2d141fc,2017-09-25,SP,cama_mesa_banho,bed_bath_table,1,49.0,12.69,61.69,4
52a19730,2017-09-25,PE,beleza_saude,health_beauty,1,89.99,17.91,107.9,13
ce699ae4,2017-09-25,RS,moveis_decoracao,furniture_decor,1,49.9,14.1,64.0,9
7a76fba5,2017-09-25,ES,beleza_saude,health_beauty,1,37.9,15.1,53.0,9
1ce7fbaa,2017-09-25,SP,esporte_lazer,sports_leisure,1,69.9,15.24,85.14,8
3c342989,2017-09-26,SP,relogios_presentes,watches_gifts,1,258.9,16.56,275.46,6
50f90eb2,2017-09-26,SC,papelaria,stationery,1,99.0,17.94,116.94,19
b033496f,2017-09-26,RJ,brinquedos,toys,1,160.0,16.88,176.88,10
b630fa31,2017-09-26,BA,cool_stuff,cool_stuff,1,126.0,64.3,190.3,14
a5a2ab90,2017-09-26,SP,bebes,baby,1,70.0,16.74,86.74,17
3e4c8b87,2017-09-26,RN,non_renseignee,not_specified,1,39.9,25.38,65.28,10
278c6295,2017-09-26,PB,automotivo,auto,1,112.33,25.34,137.67,37
d6a3975b,2017-09-26,SP,cama_mesa_banho,bed_bath_table,1,24.9,11.85,36.75,7
0412b784,2017-09-26,SP,esporte_lazer,sports_leisure,1,269.99,22.73,292.72,15
c442147f,2017-09-27,DF,beleza_saude,health_beauty,1,79.9,16.32,96.22,13
f864cbdd,2017-09-27,RN,utilidades_domesticas,housewares,1,18.99,22.67,41.66,27
92856329,2017-09-27,SP,papelaria,stationery,1,48.9,11.85,60.75,7
5a87769f,2017-09-27,SP,telefonia_fixa,fixed_telephony,1,149.95,15.8,165.75,5
72b34ae1,2017-09-27,RJ,cama_mesa_banho,bed_bath_table,1,154.9,23.95,178.85,12
aac66aa3,2017-09-28,MG,cool_stuff,cool_stuff,1,25.0,17.92,42.92,19
c7ede3b9,2017-09-29,SP,bebes,baby,1,50.0,11.73,61.73,7
b910a2d8,2017-09-29,SP,cama_mesa_banho,bed_bath_table,1,64.9,7.78,72.68,6
531aae93,2017-09-29,ES,cool_stuff,cool_stuff,1,99.99,16.95,116.94,10
3bb74b87,2017-09-29,ES,brinquedos,toys,1,279.99,47.43,327.42,13
8eeb55cd,2017-09-30,SP,moveis_sala,furniture_living_room,1,179.99,16.98,196.97,8
df07571c,2017-09-30,SP,beleza_saude,health_beauty,1,59.99,9.34,69.33,10
cab08f04,2017-09-30,BA,fashion_roupa_infanto_juvenil,fashion_childrens_clothes,1,89.99,17.07,107.06,29
4b641d69,2017-09-30,RS,perfumaria,perfumery,1,106.74,18.0,124.74,16
93fe3d33,2017-09-30,MG,ferramentas_jardim,garden_tools,1,99.0,22.83,121.83,6
17afedb7,2017-10-01,SP,automotivo,auto,1,54.9,16.01,70.91,9
ece61a99,2017-10-01,MG,moveis_decoracao,furniture_decor,1,169.9,31.94,201.84,10
98877a50,2017-10-01,RJ,cool_stuff,cool_stuff,2,139.8,39.46,179.26,17
db43c1a5,2017-10-01,SP,cama_mesa_banho,bed_bath_table,1,169.9,16.82,186.72,2
1b4a0e6b,2017-10-02,SP,beleza_saude,health_beauty,1,37.9,11.85,49.75,4
97060233,2017-10-02,RJ,papelaria,stationery,1,99.0,17.94,116.94,8
e6f10797,2017-10-02,RS,cama_mesa_banho,bed_bath_table,1,165.0,16.91,181.91,8
81039bb5,2017-10-03,SP,fashion_bolsas_e_acessorios,fashion_bags_accessories,2,79.7,15.88,95.58,7
213ede0c,2017-10-03,SP,ferramentas_jardim,garden_tools,1,99.0,41.08,140.08,7
52c61c31,2017-10-03,RJ,relogios_presentes,watches_gifts,1,1099.99,21.45,1121.44,10
5499acc5,2017-10-03,RJ,cama_mesa_banho,bed_bath_table,2,158.42,29.55,187.97,12
93fd94c9,2017-10-03,MG,fashion_underwear_e_moda_praia,fashion_underwear_beach,1,49.9,15.1,65.0,10
65e6b525,2017-10-03,GO,cool_stuff,cool_stuff,1,199.0,38.94,237.94,12
c31c5506,2017-10-04,GO,perfumaria,perfumery,1,16.9,14.1,31.0,26
d3057dd3,2017-10-04,RS,cool_stuff,cool_stuff,1,129.99,18.16,148.15,9
2c7fa9ba,2017-10-04,SP,construcao_ferramentas_construcao,construction_tools_construction,1,32.0,8.27,40.27,9
4c342c53,2017-10-04,PI,cool_stuff,cool_stuff,1,119.99,38.39,158.38,12
a24e28c5,2017-10-04,SE,cama_mesa_banho,bed_bath_table,1,109.9,38.32,148.22,14
f82a2055,2017-10-05,SP,telefonia,telephony,2,59.8,15.56,75.36,2
24b05559,2017-10-06,SP,beleza_saude,health_beauty,1,81.0,8.76,89.76,3
12d55709,2017-10-06,SP,beleza_saude,health_beauty,1,64.9,7.78,72.68,7
51abb20b,2017-10-07,ES,cama_mesa_banho,bed_bath_table,1,69.99,16.74,86.73,17
c671f907,2017-10-07,RJ,consoles_games,consoles_games,1,90.0,15.39,105.39,13
6a5f6e13,2017-10-07,SP,moveis_decoracao,furniture_decor,2,75.0,26.74,101.74,9
c559ef79,2017-10-08,ES,moveis_decoracao,furniture_decor,1,75.0,21.02,96.02,15
bd4e6b47,2017-10-08,SP,utilidades_domesticas,housewares,1,79.9,16.32,96.22,8
7581fe5b,2017-10-08,SP,cool_stuff,cool_stuff,1,249.9,60.3,310.2,8
ffaa8de9,2017-10-08,SP,pet_shop,pet_shop,1,114.0,12.93,126.93,8
b0e1d9af,2017-10-08,SP,pet_shop,pet_shop,1,120.0,15.6,135.6,7
b123e22f,2017-10-08,SP,perfumaria,perfumery,1,143.0,38.55,181.55,8
1237d70d,2017-10-09,RJ,utilidades_domesticas,housewares,1,58.0,17.66,75.66,57
ee84d189,2017-10-09,PE,cool_stuff,cool_stuff,1,269.9,19.17,289.07,28
30022205,2017-10-09,PR,utilidades_domesticas,housewares,2,43.6,30.2,73.8,6
2763f116,2017-10-09,CE,perfumaria,perfumery,1,84.99,25.87,110.86,23
83b2d648,2017-10-09,MT,informatica_acessorios,computers_accessories,1,149.99,57.28,207.27,18
66b090d3,2017-10-09,RS,relogios_presentes,watches_gifts,1,369.9,16.34,386.24,10
828a705e,2017-10-09,SP,bebes,baby,1,99.0,16.45,115.45,21
9b1685c1,2017-10-09,SP,cama_mesa_banho,bed_bath_table,1,39.0,8.72,47.72,17
747cce3a,2017-10-09,PR,automotivo,auto,1,241.1,39.53,280.63,8
33a08d5c,2017-10-10,RJ,telefonia,telephony,1,49.99,14.1,64.09,9
64c448c5,2017-10-10,RJ,cool_stuff,cool_stuff,1,59.99,16.67,76.66,13
bc76bb0f,2017-10-10,SC,brinquedos,toys,1,49.99,14.1,64.09,3
f05357e2,2017-10-10,MG,esporte_lazer,sports_leisure,3,74.7,45.3,120.0,8
5c7fb419,2017-10-10,RJ,esporte_lazer,sports_leisure,1,120.0,8.26,128.26,19
965755db,2017-10-10,SP,perfumaria,perfumery,1,105.43,12.24,117.67,8
79b57d07,2017-10-10,SP,brinquedos,toys,1,259.4,19.07,278.47,9
8418f6b2,2017-10-11,SP,consoles_games,consoles_games,1,454.0,11.99,465.99,14
6faf5506,2017-10-11,SC,moveis_decoracao,furniture_decor,1,75.0,21.02,96.02,12
d839ea07,2017-10-11,RJ,cama_mesa_banho,bed_bath_table,4,249.85,60.85,310.7,6
931f767e,2017-10-11,RS,beleza_saude,health_beauty,1,65.0,20.94,85.94,9
366e3653,2017-10-11,RS,relogios_presentes,watches_gifts,1,29.99,16.79,46.78,20
3d5eced9,2017-10-12,MG,automotivo,auto,1,219.9,28.92,248.82,19
5f85459f,2017-10-12,MG,relogios_presentes,watches_gifts,1,799.99,21.36,821.35,7
0825a0aa,2017-10-12,RN,cool_stuff,cool_stuff,1,149.9,43.08,192.98,22
1ef7cb5f,2017-10-12,ES,cama_mesa_banho,bed_bath_table,1,199.9,26.24,226.14,12
3a5b3bfc,2017-10-12,SP,pet_shop,pet_shop,1,78.0,13.57,91.57,7
342aec7e,2017-10-12,MG,brinquedos,toys,1,39.0,16.11,55.11,6
41272756,2017-10-12,PA,telefonia,telephony,1,25.99,17.63,43.62,20
dc0f17c8,2017-10-13,SP,perfumaria,perfumery,1,13.99,11.85,25.84,4
fed5e295,2017-10-13,SP,cool_stuff,cool_stuff,1,48.9,11.73,60.63,6
bb853f64,2017-10-13,MS,moveis_decoracao,furniture_decor,1,72.9,16.27,89.17,14
9bfbec62,2017-10-13,SP,bebes,baby,1,48.9,9.94,58.84,6
5c63162f,2017-10-13,SP,cool_stuff,cool_stuff,1,48.9,11.73,60.63,3
9de8f8dd,2017-10-14,SP,beleza_saude,health_beauty,1,23.99,11.85,35.84,5
813c6374,2017-10-14,DF,esporte_lazer,sports_leisure,1,35.9,14.1,50.0,17
9e44e89d,2017-10-14,SP,esporte_lazer,sports_leisure,1,99.0,17.94,116.94,9
da1990d1,2017-10-14,SP,perfumaria,perfumery,1,143.0,38.55,181.55,20
37aad43a,2017-10-14,RS,esporte_lazer,sports_leisure,1,194.0,16.11,210.11,10
9b808cd8,2017-10-15,PR,esporte_lazer,sports_leisure,1,35.9,14.1,50.0,13
1eb9a93c,2017-10-15,SP,relogios_presentes,watches_gifts,1,159.9,12.62,172.52,9
ae7b08af,2017-10-15,SP,moveis_decoracao,furniture_decor,1,50.9,12.7,63.6,7
c589526d,2017-10-16,MG,cool_stuff,cool_stuff,1,169.9,17.63,187.53,15
646f1971,2017-10-16,CE,esporte_lazer,sports_leisure,1,39.99,42.38,82.37,17
accf0109,2017-10-16,RJ,relogios_presentes,watches_gifts,1,149.0,16.48,165.48,9
bc47e570,2017-10-16,RJ,consoles_games,consoles_games,1,38.0,30.0,68.0,18
3b4f9105,2017-10-16,BA,moveis_escritorio,office_furniture,1,139.99,17.42,157.41,24
8e3944fa,2017-10-16,SP,esporte_lazer,sports_leisure,1,466.0,18.89,484.89,7
98dd9c43,2017-10-17,SP,cool_stuff,cool_stuff,1,129.99,12.11,142.1,7
0852e5a6,2017-10-17,SC,cool_stuff,cool_stuff,1,169.9,15.94,185.84,23
6b3badf7,2017-10-17,RJ,consoles_games,consoles_games,1,19.9,15.1,35.0,10
0c4a1120,2017-10-17,SP,esporte_lazer,sports_leisure,3,88.5,48.33,136.83,8
f82b736a,2017-10-17,SP,industria_comercio_e_negocios,industry_commerce_and_business,1,27.9,16.11,44.01,8
36be18e3,2017-10-17,SP,cama_mesa_banho,bed_bath_table,1,70.0,11.73,81.73,2
9f85c301,2017-10-17,MG,fashion_bolsas_e_acessorios,fashion_bags_accessories,1,49.0,15.1,64.1,6
7ebfb165,2017-10-17,RS,cama_mesa_banho,bed_bath_table,1,113.57,18.04,131.61,6
a4d8e205,2017-10-17,SP,papelaria,stationery,1,79.0,13.57,92.57,5
97439bb2,2017-10-18,RJ,cama_mesa_banho,bed_bath_table,1,99.9,17.95,117.85,28
612d140e,2017-10-18,SP,cama_mesa_banho,bed_bath_table,8,129.38,94.76,224.14,7
ca4bfcce,2017-10-18,BA,telefonia,telephony,3,293.7,48.39,342.09,21
6f634fcc,2017-10-18,PR,cool_stuff,cool_stuff,1,120.0,44.69,164.69,12
8f118ea8,2017-10-19,PR,beleza_saude,health_beauty,1,48.89,15.1,63.99,42
fb1bc334,2017-10-19,RS,eletroportateis,small_appliances,2,149.8,30.56,180.36,8
2009bc59,2017-10-19,BA,papelaria,stationery,1,159.0,20.35,179.35,13
012d8cbe,2017-10-19,RS,malas_acessorios,luggage_accessories,1,83.9,28.99,112.89,14
0ba4b129,2017-10-19,SP,cama_mesa_banho,bed_bath_table,3,99.97,35.54,135.51,6
67b5447a,2017-10-19,RJ,beleza_saude,health_beauty,1,49.99,15.1,65.09,5
d6215a45,2017-10-20,MG,brinquedos,toys,1,164.9,14.17,179.07,8
f5695fb0,2017-10-20,PA,moveis_decoracao,furniture_decor,1,84.9,19.13,104.03,27
610550e4,2017-10-20,RJ,beleza_saude,health_beauty,1,58.99,17.66,76.65,6
44437f0c,2017-10-21,SP,fashion_bolsas_e_acessorios,fashion_bags_accessories,1,87.8,34.41,122.21,9
c95f74e4,2017-10-22,RS,esporte_lazer,sports_leisure,2,199.98,28.9,228.88,19
71ad99b8,2017-10-22,RJ,cama_mesa_banho,bed_bath_table,1,129.9,18.16,148.06,12
a6130d43,2017-10-22,SP,brinquedos,toys,1,99.0,16.32,115.32,8
e09476e5,2017-10-23,SP,brinquedos,toys,1,799.0,18.61,817.61,4
1d037b45,2017-10-23,SP,cama_mesa_banho,bed_bath_table,1,44.9,12.69,57.59,15
c2b18886,2017-10-23,MG,cama_mesa_banho,bed_bath_table,1,40.0,19.59,59.59,18
43542fbe,2017-10-23,SC,eletronicos,electronics,1,25.9,15.1,41.0,14
d86ec981,2017-10-23,AP,beleza_saude,health_beauty,1,109.9,38.32,148.22,17
0ec20e56,2017-10-24,SP,beleza_saude,health_beauty,1,23.99,7.78,31.77,3
a853e48c,2017-10-24,PR,esporte_lazer,sports_leisure,1,54.99,16.14,71.13,10
6e1e856a,2017-10-24,SP,informatica_acessorios,computers_accessories,1,45.9,8.27,54.17,2
6fec4ed0,2017-10-24,RS,ferramentas_jardim,garden_tools,1,59.9,17.67,77.57,14
a9601d06,2017-10-24,CE,telefonia,telephony,1,25.9,25.63,51.53,16
b6cc0551,2017-10-24,SP,utilidades_domesticas,housewares,1,71.0,16.13,87.13,14
98d738e6,2017-10-24,SP,ferramentas_jardim,garden_tools,1,89.99,45.09,135.08,5
93f13382,2017-10-25,MG,esporte_lazer,sports_leisure,1,49.9,15.1,65.0,7
16fd7497,2017-10-25,MG,construcao_ferramentas_jardim,costruction_tools_garden,2,510.0,38.08,548.08,7
02b9a87c,2017-10-25,MG,esporte_lazer,sports_leisure,1,97.0,17.93,114.93,12
49267f83,2017-10-26,MG,informatica_acessorios,computers_accessories,1,49.0,15.1,64.1,8
4412edc4,2017-10-26,GO,brinquedos,toys,1,49.99,34.15,84.14,13
ed8dc0be,2017-10-26,SP,utilidades_domesticas,housewares,1,28.9,12.69,41.59,6
3e25999b,2017-10-26,MA,beleza_saude,health_beauty,1,79.9,38.11,118.01,12
6a117de6,2017-10-26,ES,telefonia,telephony,1,24.99,14.1,39.09,8
ea12bd9e,2017-10-26,SP,papelaria,stationery,1,79.0,13.57,92.57,4
48aa7e4e,2017-10-26,SP,moveis_decoracao,furniture_decor,1,38.4,12.69,51.09,8
bbcc1c8c,2017-10-27,SP,cool_stuff,cool_stuff,3,35.97,15.57,51.54,4
46793731,2017-10-27,MG,telefonia,telephony,1,22.99,15.1,38.09,12
1457abef,2017-10-27,RJ,pcs,computers,1,1340.0,33.83,1373.83,11
79c786a9,2017-10-27,PE,relogios_presentes,watches_gifts,1,55.0,21.19,76.19,21
93709cc8,2017-10-28,SP,beleza_saude,health_beauty,2,133.4,32.93,166.33,10
427a7d86,2017-10-28,RJ,telefonia,telephony,1,280.0,16.71,296.71,10
7123f52d,2017-10-28,RJ,moveis_decoracao,furniture_decor,1,284.9,16.75,301.65,24
5eeac31e,2017-10-29,SP,esporte_lazer,sports_leisure,1,124.9,13.99,138.89,11
5e7d51bf,2017-10-29,SP,informatica_acessorios,computers_accessories,1,28.0,8.27,36.27,5
317d836a,2017-10-30,GO,esporte_lazer,sports_leisure,1,317.0,27.06,344.06,11
61fbc4a7,2017-10-30,PA,malas_acessorios,luggage_accessories,1,299.0,22.49,321.49,9
f3458c24,2017-10-30,GO,brinquedos,toys,1,200.0,24.27,224.27,15
54e7f1eb,2017-10-30,RN,cama_mesa_banho,bed_bath_table,3,365.56,72.45,438.01,29
ed5ca6f6,2017-10-30,CE,esporte_lazer,sports_leisure,1,259.0,34.26,293.26,40
0deba001,2017-10-30,RS,informatica_acessorios,computers_accessories,1,79.8,15.31,95.11,17
6a550414,2017-10-30,SP,eletronicos,electronics,1,18.9,12.48,31.38,9
df3b9784,2017-10-30,GO,relogios_presentes,watches_gifts,1,154.9,16.84,171.74,14
91c4fb2a,2017-10-30,RJ,cama_mesa_banho,bed_bath_table,1,422.0,36.31,458.31,18
7f1fb6cf,2017-10-30,RJ,cool_stuff,cool_stuff,1,249.9,69.21,319.11,8
e7d4ae39,2017-10-31,RJ,cama_mesa_banho,bed_bath_table,3,319.5,18.0,337.5,6
676d6ec8,2017-10-31,AL,moveis_escritorio,office_furniture,5,573.0,49.5,622.5,21
24542fef,2017-10-31,PR,informatica_acessorios,computers_accessories,1,27.9,16.79,44.69,27
e7d88c2b,2017-10-31,SC,livros_tecnicos,books_technical,1,269.0,22.37,291.37,17
1aaf27ba,2017-10-31,RJ,informatica_acessorios,computers_accessories,1,935.0,33.93,968.93,10
4b3c7f83,2017-10-31,SP,relogios_presentes,watches_gifts,1,56.0,7.78,63.78,3
ac7c3a55,2017-10-31,MG,cama_mesa_banho,bed_bath_table,1,88.0,17.87,105.87,7
b52185e6,2017-10-31,SP,ferramentas_jardim,garden_tools,1,59.9,35.93,95.83,6
a2f7c5e2,2017-10-31,SC,papelaria,stationery,1,127.9,20.14,148.04,9
fc771479,2017-11-01,PR,bebes,baby,1,59.9,16.18,76.08,8
4a49f0eb,2017-11-01,SP,esporte_lazer,sports_leisure,1,65.0,8.72,73.72,8
42d3e75e,2017-11-01,RJ,beleza_saude,health_beauty,1,370.47,33.34,403.81,12
786a54ce,2017-11-01,BA,ferramentas_jardim,garden_tools,2,198.0,46.0,244.0,14
97c8513f,2017-11-02,SP,telefonia,telephony,1,19.9,7.78,27.68,6
97b75dda,2017-11-02,RJ,moveis_escritorio,office_furniture,2,225.98,34.16,260.14,13
c4bf028d,2017-11-02,RJ,cama_mesa_banho,bed_bath_table,1,99.9,21.19,121.09,12
54f781d2,2017-11-02,SP,cama_mesa_banho,bed_bath_table,1,134.55,13.96,148.51,7
2d5fcae6,2017-11-02,SP,moveis_escritorio,office_furniture,1,196.99,39.13,236.12,25
0ff4f338,2017-11-03,SP,fashion_roupa_masculina,fashion_male_clothing,1,24.9,11.85,36.75,14
de09e6c4,2017-11-03,PE,informatica_acessorios,computers_accessories,1,35.99,17.63,53.62,17
b93e3a73,2017-11-03,SP,cama_mesa_banho,bed_bath_table,2,91.8,25.38,117.18,10
0fa7d9bf,2017-11-03,SP,cama_mesa_banho,bed_bath_table,1,49.95,12.69,62.64,5
811ecf2d,2017-11-03,AL,informatica_acessorios,computers_accessories,1,177.0,36.56,213.56,18
cd69fdf2,2017-11-04,SP,brinquedos,toys,1,93.55,12.15,105.7,8
cf32e5a0,2017-11-05,RJ,utilidades_domesticas,housewares,1,59.9,17.67,77.57,13
8cbffbe8,2017-11-05,SC,telefonia,telephony,1,28.99,15.1,44.09,16
242bbb3b,2017-11-05,MG,cama_mesa_banho,bed_bath_table,1,59.9,14.15,74.05,4
13149748,2017-11-05,RJ,informatica_acessorios,computers_accessories,1,88.0,15.37,103.37,7
4172384c,2017-11-05,SP,esporte_lazer,sports_leisure,1,171.0,9.94,180.94,3
3e3c4a4d,2017-11-06,MG,brinquedos,toys,2,171.8,42.18,213.98,17
af440633,2017-11-07,SP,ferramentas_jardim,garden_tools,1,59.9,13.44,73.34,20
343d0d5d,2017-11-07,RS,informatica_acessorios,computers_accessories,1,12.88,15.1,27.98,13
a68dcfa3,2017-11-09,MG,cama_mesa_banho,bed_bath_table,1,149.9,23.92,173.82,12
10747be3,2017-11-09,SP,esporte_lazer,sports_leisure,1,39.0,12.69,51.69,5
d1292690,2017-11-09,GO,esporte_lazer,sports_leisure,1,138.55,12.67,151.22,1
b70fb026,2017-11-09,RJ,casa_construcao,home_construction,1,84.0,15.34,99.34,4
8b736a8b,2017-11-09,MS,utilidades_domesticas,housewares,1,43.0,16.11,59.11,18
a3021cb3,2017-11-09,RS,climatizacao,air_conditioning,1,299.9,29.48,329.38,15
b4c80521,2017-11-09,AM,pcs,computers,1,1340.0,44.74,1384.74,33
5908b5d4,2017-11-09,SP,relogios_presentes,watches_gifts,1,210.9,13.82,224.72,10
2fb5944f,2017-11-09,RJ,moveis_decoracao,furniture_decor,1,199.0,26.43,225.43,23
e199c3b7,2017-11-10,RS,cool_stuff,cool_stuff,1,146.99,21.52,168.51,14
c0ac0672,2017-11-10,PE,perfumaria,perfumery,1,419.0,21.47,440.47,11
